ID,Date,Element,Data_Value
BKM00014648,2011-08-16,TMIN,195
BKM00014648,2009-07-02,TMAX,297
MJM00013461,2014-05-04,TMIN,128
MJM00013459,2012-12-04,TMAX,15
BKM00014648,2008-04-12,TMIN,136
BKM00014654,2012-08-18,TMAX,298
BKM00014654,2008-10-29,TMIN,130
MJM00013363,2010-04-14,TMAX,154
ALM00013615,2015-06-11,TMAX,326
BKM00014654,2011-11-24,TMIN,-3
MJM00013463,2006-07-06,TMIN,216
BKM00014654,2008-10-29,TMAX,188
MJM00013459,2007-03-13,TMIN,66
MK000013577,2008-03-13,TMAX,58
BKM00014657,2009-05-16,TMIN,192
BKM00014648,2009-07-02,TMIN,189
MJM00013461,2014-05-04,TMAX,199
BKM00014654,2011-08-01,TMAX,245
BKM00014654,2015-06-25,TMAX,197
MK000013577,2006-09-11,TMAX,206
RIE00100814,2009-09-03,TMAX,320
BKM00014657,2013-09-21,TMAX,263
RIE00100814,2005-08-31,TMAX,294
RIE00100814,2010-08-26,TMIN,175
BKM00014654,2013-09-13,TMIN,105
MJM00013459,2012-12-04,TMIN,-58
BKM00014648,2007-11-17,TMAX,69
BKM00014648,2014-05-28,TMIN,127
RIE00100814,2009-04-14,TMAX,136
BKM00014654,2011-08-01,TMIN,133
MJM00013363,2009-03-06,TMIN,17
RIE00100814,2009-04-14,TMIN,79
BKM00014648,2013-03-26,TMIN,9
MJM00013363,2014-05-11,TMIN,50
MJM00013459,2005-07-10,TMAX,254
BKM00014652,2014-03-12,TMIN,-80
BKM00014648,2014-03-11,TMIN,80
MJM00013363,2006-03-23,TMIN,-42
MJM00013463,2015-03-11,TMAX,150
MJM00013459,2008-01-13,TMAX,65
RIE00100814,2010-08-26,TMAX,320
BKM00014654,2012-08-18,TMIN,134
BKM00014654,2015-08-23,TMIN,114
BKM00014654,2015-08-23,TMAX,266
MJM00013463,2014-03-26,TMAX,127
BKM00014648,2013-11-30,TMIN,18
MK000013577,2007-04-19,TMIN,42
BKM00014657,2011-01-05,TMIN,26
MJM00013459,2005-07-10,TMIN,147
BKM00014654,2013-09-13,TMAX,203
RIE00100814,2009-09-03,TMIN,138
MJM00013459,2011-11-18,TMIN,-36
MJM00013463,2011-10-05,TMAX,293
RIE00100814,2005-12-29,TMIN,59
BKM00014648,2006-02-13,TMIN,10
BKM00014652,2009-02-12,TMIN,-141
BKM00014652,2005-07-13,TMAX,66
BKM00014654,2010-03-31,TMIN,80
MJM00013363,2008-02-22,TMAX,126
BKM00014652,2005-07-13,TMIN,58
MJM00013463,2008-10-03,TMAX,225
BKM00014648,2008-04-12,TMAX,174
BKM00014654,2012-05-17,TMAX,91
MJM00013363,2010-04-14,TMIN,53
MK000013577,2015-03-18,TMIN,-34
RIE00100814,2007-03-30,TMIN,78
MJM00013463,2007-10-01,TMAX,295
BKM00014648,2006-02-13,TMAX,55
BKM00014652,2012-05-20,TMAX,94
MJM00013461,2006-06-11,TMIN,133
BKM00014648,2007-11-05,TMAX,149
MK000013577,2011-05-25,TMIN,75
MJM00013461,2013-01-01,TMIN,36
BKM00014657,2011-07-11,TMIN,234
BKM00014648,2005-05-16,TMAX,276
MK000013577,2007-07-27,TMIN,127
MK000013577,2010-08-20,TMAX,262
BKM00014648,2008-01-31,TMIN,31
MJM00013463,2006-08-06,TMIN,196
BKM00014654,2011-11-24,TMAX,10
RIE00100814,2007-02-19,TMAX,124
RIE00100814,2010-07-05,TMIN,140
MJM00013463,2005-09-01,TMAX,345
MJM00013459,2006-03-04,TMIN,15
MJM00013463,2007-10-01,TMIN,164
RIE00100814,2010-07-05,TMAX,285
BKM00014648,2008-01-31,TMAX,121
MJM00013463,2006-07-06,TMAX,345
MJM00013459,2007-03-13,TMAX,128
BKM00014654,2012-05-17,TMIN,43
MJM00013463,2006-03-19,TMIN,46
MJM00013463,2006-03-19,TMAX,137
BKM00014654,2007-06-05,TMIN,108
MJM00013463,2007-12-29,TMIN,-21
RIE00100814,2007-02-19,TMIN,25
MJM00013363,2008-03-11,TMAX,113
BKM00014654,2008-08-23,TMIN,140
BKM00014648,2011-08-16,TMAX,354
MK000013577,2010-05-13,TMIN,90
MJM00013459,2005-10-22,TMAX,117
BKM00014652,2012-05-20,TMIN,40
MJM00013459,2008-08-10,TMAX,253
RIE00100814,2015-11-28,TMIN,9
RIE00100814,2005-12-29,TMAX,149
MJM00013363,2012-07-20,TMIN,94
MJM00013463,2014-12-15,TMIN,46
MK000013577,2015-03-07,TMIN,-43
BKM00014654,2015-06-25,TMIN,83
MJM00013463,2014-12-15,TMAX,118
BKM00014654,2005-09-15,TMAX,196
ALM00013615,2015-06-11,TMIN,164
BKM00014654,2005-09-15,TMIN,132
MJM00013461,2005-11-20,TMAX,92
BKM00014657,2015-09-04,TMIN,230
BKM00014654,2009-05-02,TMIN,84
MJM00013463,2012-09-02,TMAX,347
MJM00013461,2012-11-01,TMIN,151
BKM00014654,2009-05-02,TMAX,177
MJM00013463,2012-09-02,TMIN,214
MK000013577,2015-03-07,TMAX,-18
BKM00014652,2008-05-23,TMAX,74
MJM00013363,2012-07-20,TMAX,354
BKM00014657,2015-09-04,TMAX,331
MJM00013363,2009-04-18,TMIN,39
BKM00014648,2012-01-14,TMAX,89
MJM00013459,2012-09-02,TMAX,306
MK000013577,2015-12-27,TMAX,156
MJM00013459,2010-07-26,TMIN,149
MJM00013461,2013-08-06,TMIN,248
BKM00014654,2008-09-02,TMIN,133
BKM00014652,2014-02-28,TMAX,-40
MJM00013463,2012-06-28,TMAX,327
MJM00013459,2014-08-25,TMAX,259
RIE00100814,2005-02-23,TMIN,38
RIE00100814,2005-02-23,TMAX,135
MJM00013363,2007-05-07,TMIN,90
MJM00013363,2007-05-07,TMAX,179
RIE00100814,2015-07-10,TMAX,254
MK000013577,2008-05-04,TMAX,144
MJM00013459,2006-04-14,TMIN,50
MJM00013459,2010-07-26,TMAX,227
MJM00013459,2010-12-03,TMAX,113
BKM00014657,2010-11-20,TMIN,114
MJM00013461,2013-08-06,TMAX,347
RIE00100814,2012-11-13,TMAX,162
RIE00100814,2012-11-13,TMIN,49
MJM00013461,2013-08-20,TMIN,203
RIE00100814,2015-05-08,TMAX,256
BKM00014654,2015-08-04,TMIN,166
MJM00013363,2013-09-16,TMAX,219
BKM00014652,2005-01-19,TMIN,-106
BKM00014657,2009-10-03,TMIN,133
MJM00013463,2015-01-18,TMIN,58
BKM00014648,2014-11-04,TMIN,86
MJM00013363,2005-02-08,TMAX,-13
BKM00014648,2010-10-02,TMIN,130
BKM00014654,2015-08-04,TMAX,308
BKM00014654,2014-05-01,TMIN,100
BKM00014654,2014-05-01,TMAX,198
BKM00014648,2008-01-15,TMIN,62
MJM00013463,2007-01-04,TMIN,24
MJM00013459,2007-09-29,TMIN,86
RIE00100814,2006-08-12,TMIN,131
MJM00013463,2012-11-24,TMIN,74
ALM00013615,2007-02-04,TMAX,103
MK000013577,2008-05-04,TMIN,9
BKM00014652,2005-07-30,TMAX,204
MJM00013459,2007-03-09,TMIN,59
RIE00100814,2007-05-14,TMAX,333
BKM00014652,2005-12-29,TMIN,-83
RIE00100814,2012-03-04,TMIN,-26
MJM00013463,2007-05-08,TMIN,127
MJM00013459,2013-03-31,TMAX,112
BKM00014648,2013-12-27,TMAX,133
MJM00013363,2008-05-20,TMIN,91
MJM00013463,2005-06-11,TMAX,228
MJM00013459,2012-06-29,TMIN,149
MJM00013459,2006-04-14,TMAX,164
RIE00100814,2006-08-12,TMAX,293
MJM00013463,2014-01-01,TMIN,62
MK000013577,2015-04-16,TMAX,158
BKM00014654,2010-04-03,TMIN,50
BKM00014652,2013-04-05,TMAX,-2
BKM00014652,2013-04-05,TMIN,-38
ALM00013615,2015-10-06,TMIN,132
BKM00014648,2008-01-15,TMAX,105
BKM00014657,2015-05-08,TMIN,189
MJM00013463,2005-06-11,TMIN,104
MK000013577,2006-06-02,TMAX,118
BKM00014652,2006-03-22,TMAX,-4
BKM00014652,2006-03-22,TMIN,-12
RIE00100814,2012-04-23,TMAX,239
MJM00013463,2007-05-08,TMAX,260
MK000013577,2006-06-02,TMIN,62
MJM00013461,2015-08-14,TMIN,231
RIE00100814,2012-03-04,TMAX,105
MJM00013459,2014-08-25,TMIN,152
MJM00013363,2005-02-08,TMIN,-224
BKM00014657,2015-12-15,TMAX,139
MJM00013461,2005-02-24,TMAX,134
RIE00100814,2008-05-22,TMAX,208
MJM00013363,2009-04-18,TMAX,172
BKM00014654,2005-09-01,TMIN,136
BKM00014652,2011-07-14,TMIN,158
MK000013577,2010-09-09,TMAX,237
MJM00013363,2006-06-13,TMAX,206
MK000013577,2006-10-28,TMIN,78
MK000013577,2009-10-10,TMIN,88
MJM00013459,2012-11-13,TMIN,52
BKM00014648,2009-08-29,TMAX,360
MJM00013461,2005-08-11,TMIN,173
MJM00013463,2007-01-04,TMAX,131
RIE00100814,2009-05-16,TMAX,302
ALM00013615,2013-07-13,TMAX,310
MJM00013463,2014-03-06,TMAX,163
MJM00013463,2008-03-30,TMIN,110
MJM00013363,2006-06-13,TMIN,84
MJM00013461,2014-04-25,TMAX,203
MJM00013363,2008-06-28,TMIN,137
MK000013577,2008-01-21,TMIN,-3
MJM00013461,2014-04-25,TMIN,145
MJM00013461,2015-11-18,TMIN,122
BKM00014654,2012-12-21,TMIN,-30
MJM00013463,2012-03-22,TMAX,250
MJM00013363,2007-09-29,TMIN,49
MK000013577,2010-09-09,TMIN,107
MJM00013459,2010-12-06,TMIN,26
BKM00014648,2015-03-13,TMIN,70
MJM00013463,2011-05-24,TMIN,177
MK000013577,2012-05-05,TMIN,29
MJM00013463,2005-06-23,TMAX,328
RIE00100814,2012-01-29,TMAX,-20
BKM00014654,2013-07-14,TMIN,118
RIE00100814,2009-05-16,TMIN,170
BKM00014657,2013-11-11,TMIN,134
MJM00013461,2005-01-26,TMAX,117
BKM00014654,2008-09-02,TMAX,284
BKM00014654,2009-07-14,TMIN,140
BKM00014652,2006-08-23,TMAX,107
RIE00100814,2015-05-08,TMIN,106
MJM00013363,2005-04-02,TMIN,-53
MJM00013463,2005-10-22,TMAX,161
MJM00013459,2007-06-21,TMIN,181
MJM00013363,2013-09-16,TMIN,94
ALM00013615,2012-12-07,TMAX,109
BKM00014648,2010-06-30,TMAX,336
BKM00014654,2010-01-22,TMAX,-13
BKM00014654,2010-01-22,TMIN,-42
MJM00013463,2005-10-22,TMIN,116
MK000013577,2012-05-05,TMAX,168
BKM00014652,2007-06-29,TMIN,47
BKM00014652,2009-07-10,TMAX,137
MJM00013459,2012-11-13,TMAX,210
ALM00013615,2013-10-03,TMAX,203
BKM00014654,2005-09-01,TMAX,250
MJM00013459,2009-05-01,TMAX,141
BKM00014657,2015-07-22,TMIN,260
MJM00013463,2014-12-29,TMAX,50
RIE00100814,2005-03-30,TMIN,37
BKM00014648,2010-12-27,TMAX,37
BKM00014657,2015-07-22,TMAX,395
MJM00013461,2012-01-21,TMAX,116
RIE00100814,2006-04-13,TMAX,87
BKM00014652,2005-07-04,TMIN,46
MJM00013461,2012-01-21,TMIN,53
MJM00013463,2008-10-12,TMAX,260
MJM00013461,2013-08-20,TMAX,304
MJM00013463,2014-11-16,TMIN,102
BKM00014648,2006-06-19,TMAX,361
MJM00013459,2007-09-29,TMAX,206
BKM00014648,2008-06-11,TMIN,162
MJM00013463,2013-11-01,TMAX,245
BKM00014648,2011-10-01,TMAX,291
MJM00013463,2011-08-30,TMAX,353
MJM00013463,2014-11-16,TMAX,141
BKM00014657,2014-11-10,TMIN,148
BKM00014652,2013-09-12,TMAX,72
MJM00013363,2013-09-15,TMIN,40
MJM00013363,2008-04-26,TMIN,35
BKM00014648,2011-10-01,TMIN,208
BKM00014648,2014-03-22,TMIN,69
MJM00013461,2010-03-03,TMIN,70
MJM00013463,2013-11-01,TMIN,117
BKM00014648,2005-10-08,TMIN,146
BKM00014652,2006-02-01,TMIN,-58
MJM00013363,2011-08-31,TMIN,102
MJM00013463,2011-08-30,TMIN,212
RIE00100814,2008-03-23,TMAX,204
MJM00013459,2015-07-05,TMIN,156
MK000013577,2013-02-14,TMIN,1
BKM00014654,2014-05-11,TMIN,93
RIE00100814,2006-08-25,TMAX,336
MJM00013363,2006-06-23,TMIN,144
MJM00013459,2007-12-28,TMAX,70
RIE00100814,2006-08-25,TMIN,145
MK000013577,2008-02-11,TMAX,17
MJM00013459,2011-06-28,TMIN,107
MJM00013363,2014-08-20,TMIN,111
MJM00013363,2011-02-20,TMAX,49
BKM00014654,2013-03-15,TMIN,-55
BKM00014652,2006-02-01,TMAX,-31
BKM00014654,2013-07-14,TMAX,261
BKM00014654,2012-09-06,TMAX,204
MJM00013363,2006-06-23,TMAX,293
MJM00013363,2008-04-26,TMAX,108
MK000013577,2010-07-10,TMAX,317
MJM00013363,2012-07-02,TMIN,125
BKM00014648,2008-06-11,TMAX,296
BKM00014654,2011-01-08,TMAX,96
BKM00014654,2011-01-08,TMIN,17
ALM00013615,2014-09-26,TMAX,232
BKM00014654,2011-09-15,TMAX,292
MK000013577,2007-04-19,TMAX,133
MJM00013363,2012-07-02,TMAX,335
MJM00013461,2006-05-03,TMAX,202
BKM00014648,2014-03-22,TMAX,206
BKM00014654,2011-10-23,TMIN,55
BKM00014654,2008-05-12,TMIN,52
MJM00013463,2006-10-15,TMIN,139
MJM00013459,2012-09-02,TMIN,126
ALM00013615,2007-07-13,TMAX,300
MK000013577,2010-07-10,TMIN,88
MJM00013459,2011-06-28,TMAX,244
MK000013577,2012-02-17,TMAX,-30
BKM00014654,2014-05-11,TMAX,260
MJM00013363,2011-07-18,TMAX,315
BKM00014654,2009-12-20,TMIN,-97
BKM00014654,2009-12-20,TMAX,-57
BKM00014648,2014-09-12,TMIN,151
BKM00014652,2008-05-23,TMIN,26
MJM00013459,2013-12-25,TMIN,6
MK000013577,2014-05-18,TMIN,34
MJM00013459,2013-09-27,TMIN,98
MJM00013363,2014-08-20,TMAX,280
BKM00014652,2007-01-03,TMIN,-101
MJM00013459,2012-10-14,TMAX,174
BKM00014652,2010-12-10,TMAX,-131
MK000013577,2014-05-18,TMAX,125
MJM00013459,2013-12-25,TMAX,61
BKM00014652,2005-12-29,TMAX,-30
BKM00014654,2014-08-26,TMAX,272
MJM00013459,2015-10-26,TMIN,35
BKM00014654,2011-09-15,TMIN,142
MJM00013461,2011-02-03,TMIN,35
BKM00014654,2012-09-06,TMIN,149
MJM00013461,2009-09-05,TMAX,298
MJM00013463,2014-12-26,TMAX,81
BKM00014652,2012-06-19,TMIN,125
BKM00014652,2005-06-06,TMIN,35
BKM00014648,2006-06-19,TMIN,191
MJM00013459,2005-09-13,TMIN,151
MJM00013463,2007-05-17,TMAX,253
MJM00013461,2011-02-17,TMAX,169
MJM00013459,2008-07-11,TMAX,320
MJM00013459,2005-09-13,TMAX,243
BKM00014652,2007-06-13,TMAX,98
BKM00014648,2006-03-23,TMAX,148
BKM00014654,2008-11-14,TMAX,97
BKM00014652,2010-01-25,TMAX,-90
MJM00013459,2012-06-09,TMIN,142
ALM00013615,2015-10-25,TMAX,211
BKM00014648,2010-10-02,TMAX,254
BKM00014654,2010-04-03,TMAX,171
BKM00014652,2010-01-25,TMIN,-115
BKM00014654,2015-12-09,TMIN,-30
MJM00013463,2013-09-08,TMIN,185
ALM00013615,2015-01-12,TMAX,159
MJM00013461,2013-08-29,TMAX,280
MJM00013463,2013-09-08,TMAX,317
BKM00014652,2005-01-19,TMAX,-63
MJM00013461,2014-07-22,TMAX,291
MJM00013463,2012-06-28,TMIN,196
ALM00013615,2013-12-30,TMIN,18
MK000013577,2013-03-25,TMAX,71
BKM00014654,2015-12-09,TMAX,-11
MK000013577,2013-02-14,TMAX,38
BKM00014654,2008-11-14,TMIN,60
BKM00014648,2005-10-08,TMAX,169
MJM00013459,2013-09-27,TMAX,226
MK000013577,2014-03-08,TMIN,16
MK000013577,2007-05-29,TMAX,119
MK000013577,2013-03-25,TMIN,32
MJM00013463,2005-06-07,TMAX,244
MJM00013363,2011-08-31,TMAX,285
BKM00014652,2014-11-17,TMAX,1
MK000013577,2006-10-28,TMAX,196
BKM00014648,2010-06-30,TMIN,204
MJM00013461,2010-03-03,TMAX,137
ALM00013615,2013-10-14,TMAX,254
MJM00013363,2009-11-21,TMAX,151
BKM00014654,2013-03-15,TMAX,-17
MK000013577,2011-07-09,TMAX,273
BKM00014654,2014-08-26,TMIN,114
BKM00014654,2015-10-08,TMIN,124
MJM00013459,2011-07-19,TMIN,165
BKM00014652,2007-06-13,TMIN,72
MJM00013463,2014-01-01,TMAX,109
MJM00013459,2012-06-09,TMAX,293
BKM00014654,2005-05-31,TMAX,238
BKM00014654,2005-05-31,TMIN,126
BKM00014654,2007-07-18,TMAX,374
MK000013577,2014-03-08,TMAX,48
MK000013577,2007-05-29,TMIN,77
MJM00013363,2009-11-21,TMIN,-22
MJM00013463,2012-11-24,TMAX,182
BKM00014654,2009-03-11,TMAX,58
RIE00100814,2015-02-16,TMAX,70
MJM00013459,2011-07-19,TMAX,319
RIE00100814,2008-03-23,TMIN,74
MJM00013363,2007-08-15,TMIN,108
ALM00013615,2013-10-14,TMIN,161
BKM00014648,2014-06-15,TMAX,219
BKM00014654,2011-10-30,TMAX,127
MJM00013363,2012-10-10,TMIN,84
MJM00013461,2007-05-15,TMAX,278
BKM00014652,2005-08-08,TMIN,-4
BKM00014652,2009-04-08,TMIN,29
BKM00014652,2009-04-08,TMAX,63
BKM00014648,2007-06-17,TMIN,182
MJM00013463,2011-07-29,TMIN,207
MJM00013461,2013-06-18,TMIN,205
MJM00013461,2015-01-27,TMAX,118
MJM00013461,2015-01-27,TMIN,82
BKM00014654,2013-06-20,TMAX,347
BKM00014654,2013-06-20,TMIN,182
MJM00013459,2007-04-22,TMIN,78
MJM00013463,2005-09-13,TMIN,207
MK000013577,2015-11-18,TMAX,148
BKM00014654,2015-09-24,TMAX,235
MJM00013459,2014-10-08,TMIN,74
MJM00013459,2014-10-08,TMAX,222
BKM00014652,2005-08-08,TMAX,66
MJM00013461,2012-07-02,TMIN,227
BKM00014652,2010-09-15,TMIN,37
RIE00100814,2008-12-03,TMIN,84
MJM00013363,2009-06-14,TMIN,45
MJM00013459,2006-07-06,TMAX,292
BKM00014648,2008-08-24,TMAX,345
MJM00013363,2009-06-14,TMAX,257
ALM00013615,2007-10-09,TMAX,248
ALM00013615,2007-10-09,TMIN,142
MJM00013463,2009-07-20,TMIN,208
MJM00013363,2007-02-16,TMIN,10
BKM00014652,2010-09-15,TMAX,102
BKM00014652,2015-11-23,TMIN,-60
MJM00013463,2005-09-13,TMAX,300
MJM00013461,2007-05-15,TMIN,143
MJM00013463,2009-07-20,TMAX,320
BKM00014654,2010-12-02,TMIN,72
BKM00014654,2011-12-03,TMAX,132
RIE00100814,2008-12-03,TMAX,122
MK000013577,2014-06-25,TMAX,217
MJM00013363,2011-07-05,TMAX,233
BKM00014654,2011-12-03,TMIN,18
BKM00014657,2009-05-14,TMIN,183
MK000013577,2008-05-20,TMIN,110
BKM00014652,2012-12-21,TMIN,-92
BKM00014652,2012-12-21,TMAX,-63
MK000013577,2008-05-20,TMAX,190
MK000013577,2006-03-18,TMAX,45
RIE00100814,2012-03-25,TMAX,214
MJM00013459,2011-06-01,TMIN,125
MK000013577,2006-03-18,TMIN,-16
BKM00014652,2006-10-10,TMAX,36
RIE00100814,2010-04-29,TMIN,74
RIE00100814,2014-11-24,TMIN,30
BKM00014657,2014-10-16,TMAX,253
MJM00013463,2014-09-03,TMAX,263
BKM00014657,2012-08-19,TMAX,333
MJM00013459,2007-07-05,TMAX,235
MJM00013459,2007-07-05,TMIN,141
BKM00014654,2011-04-15,TMIN,30
ALM00013615,2015-10-03,TMIN,125
BKM00014648,2013-07-08,TMAX,335
MJM00013363,2012-02-07,TMIN,-142
MJM00013463,2013-02-12,TMAX,107
MJM00013363,2012-02-07,TMAX,-96
MJM00013363,2007-08-14,TMAX,301
MJM00013463,2013-02-12,TMIN,29
MK000013577,2010-03-24,TMIN,33
RIE00100814,2005-12-12,TMIN,-7
BKM00014648,2005-08-29,TMIN,224
RIE00100814,2005-12-12,TMAX,79
BKM00014648,2005-08-29,TMAX,321
BKM00014648,2015-08-23,TMIN,184
BKM00014648,2006-09-11,TMIN,153
MJM00013461,2013-01-06,TMAX,139
MK000013577,2008-04-25,TMAX,98
MK000013577,2008-04-25,TMIN,33
BKM00014652,2013-10-12,TMAX,85
MJM00013459,2014-09-06,TMAX,238
RIE00100814,2008-01-22,TMAX,118
BKM00014654,2009-01-02,TMIN,-30
MJM00013459,2012-11-27,TMAX,103
MJM00013459,2015-02-12,TMAX,85
MJM00013459,2012-11-27,TMIN,54
MJM00013363,2010-07-17,TMIN,147
MJM00013363,2011-07-05,TMIN,101
MJM00013463,2006-02-10,TMIN,-15
MJM00013363,2009-12-04,TMAX,54
RIE00100814,2014-07-05,TMAX,311
RIE00100814,2006-10-11,TMIN,61
MJM00013463,2012-06-02,TMAX,283
MJM00013461,2014-03-03,TMIN,68
ALM00013615,2012-08-08,TMAX,362
MJM00013461,2012-07-02,TMAX,323
MJM00013461,2014-10-29,TMAX,209
MJM00013363,2015-10-11,TMIN,98
MJM00013363,2008-10-12,TMIN,37
MJM00013363,2011-11-19,TMIN,-90
BKM00014648,2006-09-22,TMAX,276
BKM00014654,2009-03-26,TMIN,-46
BKM00014654,2007-05-17,TMIN,128
MJM00013363,2011-11-19,TMAX,123
MJM00013461,2007-05-29,TMAX,230
BKM00014648,2012-09-11,TMAX,326
ALM00013615,2012-08-08,TMIN,197
BKM00014648,2009-11-19,TMIN,78
BKM00014654,2007-06-21,TMIN,180
BKM00014648,2009-02-06,TMAX,107
BKM00014652,2005-12-11,TMIN,-112
MK000013577,2012-12-05,TMAX,16
BKM00014648,2006-09-22,TMIN,168
MK000013577,2008-05-14,TMIN,67
BKM00014657,2010-08-26,TMIN,233
BKM00014648,2012-05-29,TMAX,201
MJM00013459,2012-03-25,TMIN,92
RIE00100814,2006-11-30,TMIN,22
MJM00013463,2012-04-16,TMAX,141
BKM00014648,2012-05-29,TMIN,110
RIE00100814,2009-05-26,TMAX,296
MJM00013461,2014-03-03,TMAX,153
BKM00014654,2014-08-29,TMIN,91
BKM00014657,2013-02-20,TMAX,115
BKM00014648,2009-02-06,TMIN,88
MJM00013461,2008-08-28,TMIN,194
ALM00013615,2012-11-29,TMAX,185
MJM00013463,2012-06-02,TMIN,161
RIE00100814,2006-10-11,TMAX,220
MJM00013363,2008-07-10,TMIN,92
MJM00013463,2013-03-15,TMAX,86
BKM00014648,2007-03-25,TMIN,60
MJM00013363,2011-11-18,TMIN,-86
MK000013577,2014-01-02,TMIN,-36
MJM00013461,2007-08-17,TMIN,185
BKM00014648,2008-08-24,TMIN,180
BKM00014654,2007-08-02,TMAX,288
BKM00014648,2014-09-26,TMIN,148
MK000013577,2011-04-01,TMIN,27
RIE00100814,2010-04-29,TMAX,227
MK000013577,2011-04-01,TMAX,132
BKM00014654,2007-06-21,TMAX,346
BKM00014648,2014-09-26,TMAX,211
MJM00013363,2013-10-20,TMIN,2
MJM00013363,2011-11-18,TMAX,115
RIE00100814,2013-04-15,TMAX,166
MJM00013459,2009-03-02,TMIN,46
MJM00013363,2008-07-10,TMAX,269
MJM00013363,2013-10-20,TMAX,239
MJM00013459,2014-09-06,TMIN,144
MJM00013459,2006-07-06,TMIN,129
MK000013577,2009-07-23,TMAX,298
MJM00013459,2014-12-21,TMAX,75
MK000013577,2013-01-02,TMIN,-17
BKM00014657,2014-12-14,TMAX,137
RIE00100814,2009-05-26,TMIN,140
MJM00013459,2011-07-06,TMAX,267
ALM00013615,2006-11-30,TMAX,174
MJM00013459,2011-04-10,TMIN,92
BKM00014648,2007-03-25,TMAX,125
BKM00014648,2006-09-11,TMAX,296
ALM00013615,2013-02-22,TMAX,135
BKM00014648,2008-12-18,TMAX,148
MJM00013459,2011-04-10,TMAX,173
BKM00014648,2009-11-19,TMAX,194
MJM00013463,2008-01-04,TMAX,75
BKM00014654,2007-05-17,TMAX,208
MJM00013463,2008-01-04,TMIN,-62
MK000013577,2014-10-02,TMIN,55
RIE00100814,2010-09-11,TMIN,155
BKM00014657,2014-12-14,TMIN,93
RIE00100814,2012-07-16,TMAX,273
MJM00013463,2010-07-22,TMAX,356
MJM00013463,2010-07-22,TMIN,225
ALM00013615,2014-08-07,TMAX,312
MJM00013363,2013-12-27,TMAX,110
MK000013577,2011-09-03,TMAX,243
RIE00100814,2014-10-13,TMIN,96
BKM00014648,2008-12-31,TMAX,69
MJM00013461,2009-01-29,TMAX,107
BKM00014654,2008-09-14,TMAX,154
RIE00100814,2015-06-05,TMAX,282
BKM00014654,2008-09-14,TMIN,80
RIE00100814,2006-11-18,TMIN,11
BKM00014654,2010-06-04,TMIN,99
MK000013577,2007-02-20,TMIN,15
MJM00013363,2011-08-25,TMAX,355
BKM00014654,2011-07-25,TMIN,127
MJM00013363,2011-08-25,TMIN,131
RIE00100814,2007-11-16,TMIN,19
MJM00013363,2006-01-25,TMAX,-64
BKM00014657,2008-07-30,TMIN,230
MJM00013463,2011-07-29,TMAX,291
BKM00014654,2008-03-17,TMAX,166
MJM00013463,2009-11-27,TMAX,126
MJM00013363,2012-05-29,TMAX,151
MJM00013363,2006-04-13,TMAX,59
RIE00100814,2008-01-05,TMAX,-27
MJM00013459,2011-06-17,TMAX,264
RIE00100814,2008-01-05,TMIN,-143
MJM00013459,2006-11-19,TMAX,175
MJM00013459,2006-11-19,TMIN,24
MJM00013363,2006-04-13,TMIN,12
BKM00014648,2006-12-24,TMAX,88
RIE00100814,2007-11-16,TMAX,47
BKM00014648,2006-12-24,TMIN,29
MJM00013461,2010-05-30,TMIN,181
MK000013577,2013-03-05,TMIN,-37
MJM00013461,2014-03-21,TMIN,82
MJM00013463,2011-08-03,TMAX,345
MJM00013463,2013-07-04,TMAX,335
MJM00013461,2014-03-21,TMAX,210
MJM00013463,2007-01-14,TMAX,182
RIE00100814,2010-11-16,TMAX,233
MK000013577,2015-04-30,TMIN,26
BKM00014652,2008-06-10,TMIN,50
RIE00100814,2008-01-22,TMIN,-2
MJM00013459,2007-11-28,TMIN,-10
BKM00014648,2012-11-25,TMIN,50
MJM00013459,2013-05-08,TMIN,83
RIE00100814,2011-03-13,TMAX,212
BKM00014654,2011-07-25,TMAX,151
MJM00013463,2012-07-15,TMAX,390
BKM00014657,2008-12-03,TMIN,109
MJM00013461,2009-01-29,TMIN,50
RIE00100814,2011-03-13,TMIN,29
MJM00013463,2006-06-11,TMAX,238
MJM00013461,2009-03-28,TMIN,96
MJM00013463,2009-08-01,TMAX,365
MJM00013459,2015-08-28,TMIN,168
BKM00014654,2005-08-02,TMAX,326
MJM00013463,2006-06-11,TMIN,128
MJM00013461,2010-08-12,TMAX,285
BKM00014654,2010-06-04,TMAX,215
MJM00013461,2014-03-02,TMAX,125
BKM00014652,2005-03-22,TMIN,-29
MJM00013463,2012-02-26,TMAX,126
BKM00014652,2014-10-01,TMAX,114
MJM00013463,2009-08-01,TMIN,243
MJM00013459,2011-10-14,TMAX,128
BKM00014657,2014-02-02,TMAX,157
BKM00014652,2009-11-03,TMAX,-14
MJM00013459,2011-10-14,TMIN,72
MJM00013459,2013-05-08,TMAX,232
MJM00013459,2007-11-28,TMAX,68
ALM00013615,2008-02-08,TMAX,147
RIE00100814,2006-11-18,TMAX,205
BKM00014654,2014-01-28,TMIN,-65
MJM00013363,2013-12-27,TMIN,26
BKM00014652,2005-03-22,TMAX,5
MJM00013459,2014-11-20,TMAX,113
BKM00014657,2011-01-10,TMIN,99
MJM00013461,2012-04-12,TMAX,189
MK000013577,2013-01-14,TMAX,30
BKM00014652,2008-06-10,TMAX,107
